a_year,a_ref,v_id,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype
2020,2854,2,3,Driver,Male,65+,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2855,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2855,1,2,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2856,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2856,2,2,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2857,1,1,Driver,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Goods 3.5 tonnes or less
2020,2858,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2858,1,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2858,1,3,Vehicle passenger - rear,Male,17-24,Slightly injured,,,Other,,,Car
2020,2859,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2859,2,2,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2859,2,3,Vehicle passenger - front,Male,25-34,Slightly injured,,,Other,,,Car
2020,2859,2,4,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2020,2859,2,5,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Car
2020,2860,1,1,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2020,2861,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Agricultural vehicle
2020,2862,1,1,Vehicle passenger - front,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2863,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,2864,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2865,2,1,Pedal cyclist,Male,17-24,Slightly injured,,,Other,,,Pedal cycle
2020,2866,2,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2866,2,2,Vehicle passenger - front,Male,10-16,Slightly injured,,,Other,,,Car
2020,2867,1,1,Driver,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2867,1,2,Vehicle passenger - front,Female,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2867,1,3,Vehicle passenger - rear,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2868,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2869,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2870,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2020,2871,1,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2020,2872,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2020,2873,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2873,2,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,2874,2,1,Motorcyclist,Male,55-64,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,2875,0,1,Pedestrian,Male,45-54,Slightly injured,,,Other,,,
2020,2876,0,1,Pedestrian,Female,Under 10,Slightly injured,,,Other,,,
2020,2877,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2877,2,2,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2877,2,3,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2878,0,1,Pedestrian,Male,25-34,Seriously injured,Unknown or other,Unknown / other,Other,Not a bus or coach passenger,No,
2020,2879,0,1,Pedestrian,Male,65+,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers offside,Other,Not a bus or coach passenger,No,
2020,2879,1,2,Driver,Male,25-34,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2880,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2880,1,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,2880,2,3,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2880,2,4,Vehicle passenger - front,Male,25-34,Slightly injured,,,Other,,,Car
2020,2881,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2881,1,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2882,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2882,2,2,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2883,1,1,Motorcyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Motorcycle - moped
2020,2883,2,2,Driver,Male,45-54,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2020,2884,2,1,Pedal cyclist,Male,65+,Slightly injured,,,Other,,,Pedal cycle
2020,2885,2,1,Motorcyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,2886,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2887,1,1,Pedal cyclist,Female,45-54,Slightly injured,,,Other,,,Pedal cycle
2020,2888,1,1,Driver,Female,45-54,Fatal,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2888,3,2,Driver,Male,35-44,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2889,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2890,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2890,1,2,Vehicle passenger - front,Male,10-16,Slightly injured,,,Other,,,Car
2020,2891,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,2892,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2893,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2894,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2020,2895,1,1,Motorcyclist,Male,10-16,Slightly injured,,,Other,,,Motorcycle - moped
2020,2896,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2897,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2898,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2899,2,1,Pedal cyclist,Male,55-64,Slightly injured,,,Other,,,Pedal cycle
2020,2900,0,1,Pedestrian,Female,65+,Slightly injured,,,Other,,,
2020,2901,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2902,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2903,2,1,Pedal cyclist,Male,55-64,Slightly injured,,,Other,,,Pedal cycle
2020,2904,1,1,Vehicle passenger - front,Female,65+,Slightly injured,,,Other,,,Car
2020,2905,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2905,2,2,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2906,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2906,2,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2907,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2907,2,2,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2020,2907,2,3,Vehicle passenger - rear,Female,25-34,Slightly injured,,,Other,,,Car
2020,2908,1,1,Motorcyclist,Male,55-64,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2909,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,2909,2,2,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2020,2910,1,1,Vehicle passenger - front,Male,35-44,Slightly injured,,,Other,,,Car
2020,2911,2,1,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2020,2912,2,1,Vehicle passenger - rear,Female,25-34,Slightly injured,,,Other,,,Car
2020,2913,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2914,1,1,Vehicle passenger - rear,Female,35-44,Slightly injured,,,Other,,,Car
2020,2914,1,2,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2020,2915,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2915,1,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,2916,1,1,Motorcyclist,Male,55-64,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2917,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,2918,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,2919,0,1,Pedestrian,Male,45-54,Slightly injured,,,Other,,,
2020,2920,1,1,Vehicle passenger - front,Female,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2020,2921,1,1,Motorcyclist,Male,25-34,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2922,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2923,2,1,Motorcyclist,Male,55-64,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2924,3,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2020,2925,1,1,Motorcyclist,Male,65+,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2926,2,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2020,2927,2,1,Motorcyclist,Male,55-64,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2927,2,2,Pillion passenger,Male,45-54,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2928,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2929,2,1,Pedal cyclist,Female,10-16,Slightly injured,,,Other,,,Pedal cycle
2020,2930,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2930,1,2,Vehicle passenger - rear,Male,17-24,Slightly injured,,,Other,,,Car
2020,2930,1,3,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,2930,2,4,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2931,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2931,2,2,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2931,2,3,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,2931,2,4,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2020,2931,2,5,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2020,2932,2,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2932,2,2,Vehicle passenger - rear,Female,Under 10,Slightly injured,,,Other,,,Car
2020,2933,2,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2933,2,2,Vehicle passenger - front,Female,45-54,Slightly injured,,,Other,,,Car
2020,2934,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2935,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2936,0,1,Pedestrian,Female,Under 10,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers nearside masked by static vehicle,Other,Not a bus or coach passenger,No,
2020,2937,0,1,Pedestrian,Male,45-54,Seriously injured,In carriageway crossing elsewhere,Crossing from drivers nearside,Other,Not a bus or coach passenger,No,
2020,2938,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2938,2,2,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2020,2938,2,3,Vehicle passenger - front,Male,55-64,Slightly injured,,,Other,,,Car
2020,2939,1,1,Motorcyclist,Male,45-54,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2940,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2940,2,2,Vehicle passenger - rear,Female,25-34,Slightly injured,,,Other,,,Car
2020,2940,2,3,Vehicle passenger - rear,Male,25-34,Slightly injured,,,Other,,,Car
2020,2941,0,1,Pedestrian,Male,25-34,Seriously injured,On footway or verge,Unknown / other,Other,Not a bus or coach passenger,No,
2020,2942,1,1,Motorcyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,2943,1,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2020,2943,2,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2944,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2944,2,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,2945,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2945,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2020,2945,1,3,Vehicle passenger - rear,Female,25-34,Slightly injured,,,Other,,,Car
2020,2946,2,1,Pedal cyclist,Male,Under 10,Slightly injured,,,Other,,,Pedal cycle
2020,2947,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2948,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2948,2,2,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2949,1,1,Motorcyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,2950,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Agricultural vehicle
2020,2951,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2020,2952,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2953,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2954,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,2954,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2020,2955,2,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2956,0,1,Pedestrian,Female,25-34,Slightly injured,,,Other,,,
2020,2957,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,2958,1,1,Vehicle passenger - front,Male,25-34,Slightly injured,,,Other,,,Car
2020,2959,1,1,Driver,Male,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2960,1,1,Motorcyclist,Male,35-44,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2961,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2020,2962,1,1,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2963,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2963,2,2,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2964,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2965,1,1,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,2966,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2967,2,1,Driver,Female,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2967,3,2,Driver,Female,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2968,2,1,Pedal cyclist,Female,Under 10,Slightly injured,,,Other,,,Pedal cycle
2020,2969,2,1,Pedal cyclist,Male,17-24,Slightly injured,,,Other,,,Pedal cycle
2020,2970,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,2971,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2971,2,2,Vehicle passenger - front,Male,25-34,Slightly injured,,,Other,,,Car
2020,2972,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2973,1,1,Driver,Male,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2973,2,2,Driver,Female,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2974,1,1,Driver,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2974,1,2,Vehicle passenger - front,Female,17-24,Fatal,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2975,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2975,3,2,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,2976,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2976,2,2,Driver,Male,55-64,Slightly injured,,,Other,,,Other motor vehicle
2020,2977,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,2978,0,1,Pedestrian,Female,65+,Seriously injured,In carriageway crossing elsewhere,Unknown / other,Other,Not a bus or coach passenger,No,
2020,2979,2,1,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2020,2980,2,1,Motorcyclist,Male,35-44,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,2981,0,1,Pedestrian,Female,10-16,Slightly injured,,,Other,,,
2020,2982,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2983,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,2984,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2985,0,1,Pedestrian,Female,35-44,Slightly injured,,,Other,,,
2020,2986,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2986,2,2,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2986,2,3,Vehicle passenger - front,Male,45-54,Slightly injured,,,Other,,,Car
2020,2987,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,2988,1,1,Driver,Male,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,2988,2,2,Vehicle passenger - front,Male,45-54,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Other motor vehicle
2020,2989,2,1,Pedal cyclist,Male,25-34,Slightly injured,,,Other,,,Pedal cycle
2020,2990,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2991,2,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,2992,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2993,1,1,Driver,Female,65+,Slightly injured,,,Other,,,Car
2020,2994,3,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,2995,2,1,Pedal cyclist,Male,35-44,Slightly injured,,,Other,,,Pedal cycle
2020,2996,1,1,Pedal cyclist,Male,45-54,Slightly injured,,,Other,,,Pedal cycle
2020,2997,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,2997,1,2,Vehicle passenger - rear,Male,10-16,Slightly injured,,,Other,,,Car
2020,2997,2,3,Driver,Male,25-34,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,2998,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,2999,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3000,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2020,3001,1,1,Vehicle passenger - rear,Female,65+,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2020,3002,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,3003,0,1,Pedestrian,Male,55-64,Slightly injured,,,Other,,,
2020,3004,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,3005,1,1,Vehicle passenger - rear,Male,Under 10,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2020,3006,3,1,Driver,Female,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,No,Car
2020,3006,3,2,Vehicle passenger - front,Female,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,3007,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,3008,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3009,1,1,Motorcyclist,Male,25-34,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,3010,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,3011,1,1,Motorcyclist,Male,35-44,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,3012,2,1,Motorcyclist,Male,25-34,Slightly injured,,,Other,,,Motorcycle (125cc and above)
2020,3013,2,1,Driver,Male,25-34,Slightly injured,,,Other,,,Goods 3.5 tonnes or less
2020,3014,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,3014,1,2,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,3014,1,3,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,3014,1,4,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,3014,2,5,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3015,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,3016,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,3016,2,2,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,3016,2,3,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,3017,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3018,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,3019,2,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,3020,1,1,Motorcyclist,Male,65+,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Motorcycle (125cc and above)
2020,3021,1,1,Pedal cyclist,Male,45-54,Slightly injured,,,Other,,,Pedal cycle
2020,3022,2,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,3023,1,1,Driver,Male,45-54,Slightly injured,,,Other,,,Car
2020,3023,2,2,Driver,Male,17-24,Slightly injured,,,Other,,,Agricultural vehicle
2020,3024,2,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3025,2,1,Pedal cyclist,Male,10-16,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2020,3026,2,1,Pedal cyclist,Male,45-54,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Pedal cycle
2020,3027,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3028,0,1,Pedestrian,Male,25-34,Slightly injured,,,Other,,,
2020,3029,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3030,1,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3030,1,2,Vehicle passenger - front,Female,55-64,Slightly injured,,,Other,,,Car
2020,3030,2,3,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,3031,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3032,1,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,3032,2,2,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3032,2,3,Vehicle passenger - front,Female,10-16,Slightly injured,,,Other,,,Car
2020,3032,3,4,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3033,2,1,Driver,Male,65+,Slightly injured,,,Other,,,Car
2020,3034,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,3034,1,2,Vehicle passenger - front,Female,35-44,Slightly injured,,,Other,,,Car
2020,3035,2,1,Vehicle passenger - rear,Female,65+,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2020,3035,2,2,Vehicle passenger - rear,Female,65+,Slightly injured,,,Other,,,Bus or coach (17+ passengers)
2020,3035,2,3,Vehicle passenger - rear,Female,10-16,Slightly injured,,,School pupil on journey to / from school,,,Bus or coach (17+ passengers)
2020,3036,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (under 125cc)
2020,3037,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,3038,1,1,Motorcyclist,Male,17-24,Slightly injured,,,Other,,,Motorcycle (under 125cc)
2020,3039,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3040,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3041,2,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,3042,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,3043,1,1,Driver,Female,55-64,Slightly injured,,,Other,,,Car
2020,3044,2,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,3045,1,1,Vehicle passenger - rear,Female,25-34,Slightly injured,,,Other,,,Car
2020,3045,1,2,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,3046,1,1,Driver,Male,55-64,Slightly injured,,,Other,,,Car
2020,3046,1,2,Vehicle passenger - front,Female,25-34,Slightly injured,,,Other,,,Car
2020,3046,2,3,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3047,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,3047,1,2,Vehicle passenger - front,Female,65+,Slightly injured,,,Other,,,Car
2020,3048,0,1,Pedestrian,Male,17-24,Slightly injured,,,School pupil on journey to / from school,,,
2020,3049,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,3050,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3051,2,1,Pedal cyclist,Male,10-16,Slightly injured,,,Other,,,Pedal cycle
2020,3052,1,1,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3053,1,1,Driver,Male,35-44,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Car
2020,3053,2,2,Driver,Male,17-24,Slightly injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Agricultural vehicle
2020,3053,2,3,Vehicle passenger - front,Male,17-24,Seriously injured,Not a pedestrian,Not a pedestrian,Other,Not a bus or coach passenger,,Agricultural vehicle
2020,3054,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,3055,1,1,Vehicle passenger - front,Male,17-24,Slightly injured,,,Other,,,Car
2020,3055,1,2,Driver,Male,35-44,Slightly injured,,,Other,,,Car
2020,3056,2,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3057,1,1,Driver,Female,25-34,Slightly injured,,,Other,,,Car
2020,3058,1,1,Driver,Male,17-24,Slightly injured,,,Other,,,Car
2020,3059,1,1,Driver,Male,25-34,Slightly injured,,,Other,,,Car
2020,3060,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3060,1,2,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,3060,1,3,Vehicle passenger - rear,Female,17-24,Slightly injured,,,Other,,,Car
2020,3060,1,4,Vehicle passenger - front,Female,17-24,Slightly injured,,,Other,,,Car
2020,3061,2,1,Driver,Female,35-44,Slightly injured,,,Other,,,Car
2020,3061,1,2,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3062,0,1,Pedestrian,Female,10-16,Slightly injured,,,School pupil on journey to / from school,,,
2020,3063,1,1,Pedal cyclist,Male,10-16,Slightly injured,,,Other,,,Pedal cycle
2020,3064,1,1,Driver,Female,45-54,Slightly injured,,,Other,,,Car
2020,3065,1,1,Driver,Female,17-24,Slightly injured,,,Other,,,Car
2020,3065,1,2,Vehicle passenger - front,Female,10-16,Slightly injured,,,Other,,,Car
2020,3066,1,1,Vehicle passenger - front,Female,35-44,Slightly injured,,,Other,,,Car
